Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32365284,01/07/2016 10:17:54 PM,01/07/2016 11:53:00 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10032,1091 ST NICHLAS AVENUE,ST NICHLAS AVENUE,WEST 164 STREET,MC KENNA SQUARE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 06:17:54 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2016 11:53:00 PM,12 MANHATTAN,MANHATTAN,1000876,244639,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.838137169086025,-73.93991462454177,"(40.838137169086025, -73.93991462454177)"
32361808,01/07/2016 10:17:19 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10030,224 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,1000331,237847,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81949608469388,-73.94190050178308,"(40.81949608469388, -73.94190050178308)"
32367192,01/07/2016 10:16:35 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,961 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 MANHATTAN,MANHATTAN,1000682,242842,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.833205287880034,-73.94062013107309,"(40.833205287880034, -73.94062013107309)"
32363727,01/07/2016 10:16:16 PM,01/08/2016 12:44:40 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,107-18 165 STREET,165 STREET,107 AVENUE,108 AVENUE,,,ADDRESS,JAMAICA,,Precinct,Closed,01/08/2016 06:16:16 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 12:44:40 AM,12 QUEENS,QUEENS,1042654,193547,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69772585183758,-73.78937575851127,"(40.69772585183758, -73.78937575851127)"
32364987,01/07/2016 10:16:10 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10472,2075 HAVILAND AVENUE,HAVILAND AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,09 BRONX,BRONX,1024447,241685,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82995346889891,-73.85474824438549,"(40.82995346889891, -73.85474824438549)"
32362685,01/07/2016 10:16:08 PM,,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10016,167 EAST   33 STREET,EAST   33 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,06 MANHATTAN,MANHATTAN,989942,210856,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74542576774431,-73.97945807815275,"(40.74542576774431, -73.97945807815275)"
32363101,01/07/2016 10:15:41 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,85-10 85 STREET,85 STREET,85 AVENUE,85 ROAD,,,ADDRESS,WOODHAVEN,,Precinct,Open,01/08/2016 06:15:41 AM,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,09 QUEENS,QUEENS,1023077,192769,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.695697973325885,-73.85998126344303,"(40.695697973325885, -73.85998126344303)"
32363106,01/07/2016 10:15:06 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418,87-15 115 STREET,115 STREET,JAMAICA AVENUE,89 AVENUE,,,ADDRESS,RICHMOND HILL,,Precinct,Open,01/08/2016 06:15:06 AM,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,09 QUEENS,QUEENS,1030314,193740,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.698328427431804,-73.83387646021178,"(40.698328427431804, -73.83387646021178)"
32363272,01/07/2016 10:14:50 PM,01/08/2016 12:06:41 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10036,640 10 AVENUE,10 AVENUE,WEST 45 STREET,WEST 46 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 06:14:50 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 12:06:41 AM,04 MANHATTAN,MANHATTAN,985937,216805,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.761755934081265,-73.99391027436694,"(40.761755934081265, -73.99391027436694)"
32361724,01/07/2016 10:14:42 PM,,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,3 or More,Restaurant/Bar/Deli/Bakery,11207,2800 ATLANTIC AVENUE,ATLANTIC AVENUE,VAN SICLEN AVENUE,HENDRIX STREET,,,ADDRESS,BROOKLYN,,N/A,Open,01/21/2016 10:14:42 PM,"Callers should contact the DOHMH Foodborne Illness unit directly at (646) 632-6103 weekdays from 9AM to 5PM.  DOHMH will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection. Initial status will be available 14 days after the date of your complaint. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center.  Please note your Service Request number for future reference.",,05 BROOKLYN,BROOKLYN,1014510,185759,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67649058237496,-73.89090720388081,"(40.67649058237496, -73.89090720388081)"
32363276,01/07/2016 10:14:19 PM,01/07/2016 10:43:08 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10009,132 EAST 7 STREET,EAST 7 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 06:14:19 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2016 10:43:08 PM,03 MANHATTAN,MANHATTAN,988909,203742,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72590019820984,-73.98319100972483,"(40.72590019820984, -73.98319100972483)"
32361146,01/07/2016 10:12:37 PM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,11369,LA GUARDIA AIRPORT,LA GUARDIA AIRPORT,GRAND CENTRAL PARKWAY EN WB,GRAND CENTRAL PKWY WB EN 94 ST,,,ADDRESS,EAST ELMHURST,,N/A,Open,01/21/2016 10:12:37 PM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,80 QUEENS,QUEENS,1018236,221443,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77442086598845,-73.87729410513894,"(40.77442086598845, -73.87729410513894)"
32366395,01/07/2016 10:12:31 PM,01/07/2016 10:45:22 PM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10128,,,,,EAST   88 STREET,3 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,01/08/2016 06:12:31 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2016 10:45:22 PM,08 MANHATTAN,MANHATTAN,997257,223501,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78012529840929,-73.95303443006732,"(40.78012529840929, -73.95303443006732)"
32366868,01/07/2016 10:12:14 PM,01/07/2016 10:12:35 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
32361927,01/07/2016 10:10:59 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11224,3602 NEPTUNE AVENUE,NEPTUNE AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,13 BROOKLYN,BROOKLYN,983602,149485,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.576977782069896,-74.00233267643686,"(40.576977782069896, -74.00233267643686)"
32362090,01/07/2016 10:10:40 PM,01/08/2016 03:04:45 AM,NYPD,New York City Police Department,Animal Abuse,Neglected,Street/Sidewalk,11223,AVENUE T,AVENUE T,WEST STREET,EAST 1 STREET,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,01/08/2016 06:10:40 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 01:49:19 AM,15 BROOKLYN,BROOKLYN,992179,157683,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59947613303652,-73.97144749368515,"(40.59947613303652, -73.97144749368515)"
32366912,01/07/2016 10:10:20 PM,01/08/2016 02:47:59 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11385,78-64 79 PLACE,79 PLACE,78 AVENUE,MYRTLE AVENUE,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,01/08/2016 06:10:20 AM,The Police Department issued a summons in response to the complaint.,01/07/2016 10:32:25 PM,05 QUEENS,QUEENS,1020249,195660,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70364503993248,-73.87016418776292,"(40.70364503993248, -73.87016418776292)"
32359907,01/07/2016 10:10:12 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462,2074 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,11 BRONX,BRONX,1021636,249957,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85267001443538,-73.86485965492638,"(40.85267001443538, -73.86485965492638)"
32364568,01/07/2016 10:10:00 PM,,DOT,Department of Transportation,Traffic Signal Condition,Underground,,,,,,,LAFAYETTE ST,8 ST E,INTERSECTION,,,N/A,Open,,,,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32363467,01/07/2016 10:10:00 PM,,DOT,Department of Transportation,Traffic Signal Condition,Underground,,,,,,,7 AVE,12 ST W,INTERSECTION,,,N/A,Open,,,,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32362064,01/07/2016 10:09:11 PM,01/08/2016 12:31:59 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11201,,,,,BRIDGE STREET,PLYMOUTH STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,01/08/2016 06:09:11 AM,The Police Department responded to the complaint and took action to fix the condition.,01/08/2016 12:31:59 AM,02 BROOKLYN,BROOKLYN,988513,195650,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7036897921621,-73.98462484404254,"(40.7036897921621, -73.98462484404254)"
32360586,01/07/2016 10:09:08 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11224,2723 WEST 16 STREET,WEST 16 STREET,HART PLACE,NEPTUNE AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Assigned,01/08/2016 06:09:08 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 12:13:01 AM,13 BROOKLYN,BROOKLYN,988560,150869,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58077556519168,-73.9844839395224,"(40.58077556519168, -73.9844839395224)"
32359022,01/07/2016 10:09:05 PM,01/07/2016 10:53:59 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11238,1 GRAND ARMY PLAZA,GRAND ARMY PLAZA,ST JOHNS PLACE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 06:09:05 AM,The Police Department issued a summons in response to the complaint.,01/07/2016 10:53:59 PM,08 BROOKLYN,BROOKLYN,992927,184663,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67352977588164,-73.96871923514783,"(40.67352977588164, -73.96871923514783)"
32366066,01/07/2016 10:09:00 PM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,2 AVE,76 ST E,INTERSECTION,,,N/A,Open,,,,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32361838,01/07/2016 10:08:53 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10027,625 WEST  133 STREET,WEST  133 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,996030,237813,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81940954698631,-73.95743976271781,"(40.81940954698631, -73.95743976271781)"
32367186,01/07/2016 10:08:52 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10466,680 EAST  235 STREET,EAST  235 STREET,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BRONX,BRONX,1023660,265437,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.895148994407585,-73.8574523937246,"(40.895148994407585, -73.8574523937246)"
32360102,01/07/2016 10:08:10 PM,01/07/2016 10:59:19 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,622 DEGRAW STREET,DEGRAW STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 06:08:10 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2016 10:59:19 PM,06 BROOKLYN,BROOKLYN,988846,186711,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.679154133157326,-73.98342992763081,"(40.679154133157326, -73.98342992763081)"
32363431,01/07/2016 10:08:00 PM,01/07/2016 11:00:00 PM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11222,,,,,HURON STREET,WEST STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,,01/07/2016 11:00:00 PM,01 BROOKLYN,BROOKLYN,995416,206170,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73255864383943,-73.95971067920402,"(40.73255864383943, -73.95971067920402)"
